Species	RSD	ANI	Reads	Sample
Sphingomonas endophytica	1.875771446237126	78.784125	24	CRF2D92
Sphingomonas faeni	2.1081851067789197	68.4625	6	CRF2D92
Sphingomonas fennica	1.5836048656301391	72.30622580645161	31	CRF2D92
Sphingomonas gei	1.8392161508052054	73.15606666666667	15	CRF2D92
Sphingomonas ginsengisoli	3.162277660168379	91.765	1	CRF2D92
Sphingomonas ginsenosidimutans	1.3302433330420718	73.847	27	CRF2D92
Sphingomonas glacialis	1.405456737852613	73.58383333333333	6	CRF2D92
Sphingomonas guangdongensis	1.2054009511326316	79.1936923076923	13	CRF2D92
Sphingomonas haloaromaticamans	2.1623889395587295	85.01195833333334	24	CRF2D92
Sphingomonas hankookensis	1.868455046383249	75.78930769230769	26	CRF2D92
Sphingomonas hengshuiensis	1.9519408415285988	79.26194117647059	34	CRF2D92
Sphingomonas histidinilytica	2.3010398911142036	79.02725	28	CRF2D92
Sphingomonas indica	1.7409482253095339	73.55761538461539	13	CRF2D92
Sphingomonas japonica	1.4142135623730951	78.3952	5	CRF2D92
Sphingomonas jaspsi	2.249828525701843	69.11433333333333	3	CRF2D92
Sphingomonas jatrophae	2.4327694808466287	76.57078571428572	14	CRF2D92
Sphingomonas jeddahensis	2.9199447079535035	73.05892857142857	14	CRF2D92
Sphingomonas koreensis	1.1761037176408067	76.18328571428572	7	CRF2D92
Sphingomonas laterariae	2.392020180037188	80.13625	76	CRF2D92
Sphingomonas mali	1.699673171197595	75.3174	5	CRF2D92
Sphingomonas melonis	1.3878696760146187	73.00976470588235	17	CRF2D92
Sphingomonas montana	1.2909944487358054	70.93950000000001	4	CRF2D92
Sphingomonas mucosissima	1.7480147469502523	70.02425	4	CRF2D92
Sphingomonas naasensis	1.0540925533894598	75.9576	5	CRF2D92
Sphingomonas olei	2.494438257849294	73.8431	10	CRF2D92
Sphingomonas oleivorans	1.5475986974649023	75.87843333333333	30	CRF2D92
Sphingomonas oligophenolica	1.7480147469502523	79.65025	4	CRF2D92
Sphingomonas panacis	1.9744826606910624	78.09345454545455	33	CRF2D92
Sphingomonas parapaucimobilis	2.4033187950179817	79.65263636363636	22	CRF2D92
Sphingomonas paucimobilis	1.6313122626329806	77.18411111111111	18	CRF2D92
Sphingomonas phyllosphaerae	1.6101529717988265	78.59366666666666	3	CRF2D92
Sphingomonas pituitosa	1.7916128329552332	76.01	6	CRF2D92
Sphingomonas pokkalii	2.2441391268760067	73.81823076923077	26	CRF2D92
Sphingomonas pruni	1.4501195289703512	72.97627272727273	11	CRF2D92
Sphingomonas rubra	1.4142135623730951	78.7298	5	CRF2D92
Sphingomonas sanguinis	1.0364249465082056	72.36515789473684	19	CRF2D92
Sphingomonas sanxanigenens	1.4501195289703512	74.23336363636363	11	CRF2D92
Sphingomonas soli	2.1081851067789197	75.61266666666667	6	CRF2D92
Sphingomonas spermidinifaciens	1.699673171197595	79.057	5	CRF2D92
Sphingomonas taxi	2.249828525701843	74.16416666666666	6	CRF2D92
Sphingomonas trueperi	2.3422448870925328	76.92475	8	CRF2D92
Sphingomonas turrisvirgatae	1.405456737852613	74.18358333333333	12	CRF2D92
Sphingomonas wittichii	1.4067555614713028	76.11861538461538	13	CRF2D92
Sphingomonas yabuuchiae	1.8438839911001574	81.27213636363636	44	CRF2D92
Staphylococcus agnetis	1.6101529717988265	71.04766666666667	3	CRF2D92
Staphylococcus argensis	2.238601766389173	71.90671428571429	7	CRF2D92
Staphylococcus argenteus	1.9364916731037085	72.9765	8	CRF2D92
Staphylococcus arlettae	1.2909944487358054	82.3265	8	CRF2D92
Staphylococcus aureus subsp. anaerobius	3.162277660168379	71	1	CRF2D92
Staphylococcus aureus subsp. aureus	1.4296488196754653	74.37877777777777	9	CRF2D92
Staphylococcus capitis subsp. capitis	1.6101529717988265	75.83933333333333	3	CRF2D92
Staphylococcus capitis subsp. urealyticus	3.162277660168379	79.4165	4	CRF2D92
Staphylococcus caprae	3.162277660168379	81.818	1	CRF2D92
Staphylococcus carnosus subsp. carnosus	1.4025814676580781	71.19955172413793	29	CRF2D92
Staphylococcus carnosus subsp. utilis	1.0540925533894598	80.9152	15	CRF2D92
Staphylococcus chromogenes	2.1081851067789197	80.24616666666667	6	CRF2D92
Staphylococcus cohnii subsp. cohnii	1.2909944487358054	90.5155	8	CRF2D92
Staphylococcus cohnii subsp. urealyticus	1.1653431646335017	81.93833333333333	6	CRF2D92
Staphylococcus condimenti	1.4142135623730951	84.386	5	CRF2D92
Staphylococcus cornubiensis	2.33770242069211	74.54471428571428	7	CRF2D92
Staphylococcus delphini	2.1081851067789192	74.9875	2	CRF2D92
Staphylococcus devriesei	1.4142135623730951	74.21079999999999	5	CRF2D92
Staphylococcus edaphicus	1.0883809088526044	82.9609090909091	11	CRF2D92
Staphylococcus epidermis	3.162277660168379	77.721	2	CRF2D92
Staphylococcus equorum subsp. linens	1.1761037176408067	86.79385714285715	7	CRF2D92
Staphylococcus felis	1.4142135623730951	75.3272	5	CRF2D92
Staphylococcus fleurettii	1.6101529717988265	71.44233333333334	3	CRF2D92
Staphylococcus gallinarum	0.2490754276107666	98.89620111731844	179	CRF2D92
Staphylococcus haemolyticus	1.699673171197595	70.8914	5	CRF2D92
Staphylococcus hominis subsp. hominis	1.6457014715109581	76.50275	8	CRF2D92
Staphylococcus hominis subsp. novobiosepticus	1.6101529717988265	73.12833333333333	3	CRF2D92
Staphylococcus hyicus	3.162277660168379	67.532	1	CRF2D92
Staphylococcus intermedius	1.4142135623730951	74.6794	5	CRF2D92
Staphylococcus kloosii	0.14639826187389118	96.24817816091954	174	CRF2D92
Staphylococcus lentus	1.0540925533894598	77.1176	5	CRF2D92
Staphylococcus lutrae	3.162277660168379	71.73	1	CRF2D92
Staphylococcus massiliensis	2.160246899469287	77.9262	5	CRF2D92
Staphylococcus microti	3.162277660168379	69.634	2	CRF2D92
Staphylococcus muscae	2.1081851067789192	75.5755	2	CRF2D92
Staphylococcus nepalensis	0.9628196592573635	83.49007692307693	13	CRF2D92
Staphylococcus pasteuri	1.2909944487358054	77.736	8	CRF2D92
Staphylococcus petrasii subsp. croceilyticus	1.4296488196754653	77.415	9	CRF2D92
Staphylococcus petrasii subsp. petrasii	1.522578132673664	76.56577777777778	9	CRF2D92
Staphylococcus petrasii subsp. pragensis	0.21879442463635274	98.11043452380953	168	CRF2D92
Staphylococcus pettenkoferi	3.1622776601683795	74.10066666666667	6	CRF2D92
Staphylococcus piscifermentans	3.162277660168379	83.912	1	CRF2D92
Staphylococcus pseudintermedius	1.7480147469502523	73.166	4	CRF2D92
Staphylococcus rostri	1.3173978860172217	74.40963636363637	11	CRF2D92
Staphylococcus saprophyticus subsp. bovis	0.5937995940123256	98.0960425531915	47	CRF2D92
Staphylococcus saprophyticus subsp. saprophyticus	0.4258252699098859	97.80189583333333	48	CRF2D92
Staphylococcus schleiferi subsp. coagulans	2.1081851067789192	80.47149999999999	2	CRF2D92
Staphylococcus schleiferi subsp. schleiferi	1.4142135623730951	81.0394	5	CRF2D92
Staphylococcus schweizeri	1.6101529717988265	70.711	3	CRF2D92
Staphylococcus sciuri subsp. carnaticus	0.6573421981221796	73.62283333333333	12	CRF2D92
Staphylococcus sciuri subsp. rodentium	2.249828525701843	75.61433333333333	3	CRF2D92
Staphylococcus sciuri subsp. sciuri	0.9642122253007899	76.72728571428571	7	CRF2D92
Staphylococcus simiae	2.249828525701843	76.52133333333333	3	CRF2D92
Staphylococcus simulans	2.160246899469287	75.3146	5	CRF2D92
Staphylococcus stepanovicii	1.7480147469502523	74.49025	4	CRF2D92
Staphylococcus succinus subsp. casei	1.330243333042072	75.69955555555555	9	CRF2D92
Staphylococcus succinus subsp. succinus	1.330243333042072	78.17155555555556	9	CRF2D92
Staphylococcus vitulinus	1.4142135623730951	75.5524	5	CRF2D92
Staphylococcus warneri	2.5385910352879693	76.9556	5	CRF2D92
Staphylococcus xylosus	0.32896080480183276	90.15883333333333	54	CRF2D92
Stenotrophomonas acidaminiphila	0.46945252681302013	82.79336363636364	22	CRF2D92
Stenotrophomonas bentonitica	0.9642122253007899	80.08485714285715	7	CRF2D92
Stenotrophomonas chelatiphaga	1.6101529717988265	83.464	6	CRF2D92
Stenotrophomonas daejeonensis	0.7678340712665286	85.10957142857143	14	CRF2D92
Stenotrophomonas ginsengisoli	2.249828525701843	72.163	3	CRF2D92
Stenotrophomonas humi	1.104921028901948	83.02511111111112	9	CRF2D92
Stenotrophomonas indicatrix	1.6101529717988265	80.31666666666666	3	CRF2D92
Stenotrophomonas koreensis	1.355261854357877	80.35842857142858	7	CRF2D92
Stenotrophomonas lactitubi	1.1653431646335017	73.25783333333334	6	CRF2D92
Stenotrophomonas maltophilia	1.1486707293408518	82.174375	8	CRF2D92
Stenotrophomonas nitritireducens	0.4714045207910317	85.0616	25	CRF2D92
Stenotrophomonas panacihumi	0.6023386019368342	78.72521428571429	14	CRF2D92
Stenotrophomonas pavanii	1.1486707293408518	82.884	8	CRF2D92
Stenotrophomonas pictorum	1.405456737852613	73.09049999999999	6	CRF2D92
Stenotrophomonas rhizophila	1.3518004862542703	75.68540909090909	22	CRF2D92
Stenotrophomonas terrae	1.1761037176408067	83.12728571428572	7	CRF2D92
Streptococcus acidominimus	2.249828525701843	70.93966666666667	3	CRF2D92
Streptococcus agalactiae	0.834197936713045	77.58617647058823	17	CRF2D92
Streptococcus anginosus subsp. anginosus	3.162277660168379	75.342	1	CRF2D92
Streptococcus anginosus subsp. whileyi	1.2909944487358054	74.35725	4	CRF2D92
Streptococcus australis	2.4152294576982394	74.56425	4	CRF2D92
Streptococcus azizii	3.162277660168379	68.317	1	CRF2D92
Streptococcus bovimastitidis	0.9642122253007899	75.622	7	CRF2D92
Streptococcus caballii	1.5133570078162575	72.54957142857143	7	CRF2D92
Streptococcus canis	1.9436506316151	75.5326	5	CRF2D92
Streptococcus castoreus	2.1081851067789192	81.553	2	CRF2D92
Streptococcus constellatus subsp. constellatus	0.9860132971832694	73.03175	8	CRF2D92
Streptococcus constellatus subsp. pharyngae	2.249828525701843	71.31366666666666	3	CRF2D92
Streptococcus criceti	2.4152294576982394	78.689	4	CRF2D92
Streptococcus cristatus	2.1081851067789197	68.18616666666667	6	CRF2D92
Streptococcus cuniculi	3.162277660168379	66.791	1	CRF2D92
Streptococcus devriesei	1.7480147469502523	78.4015	4	CRF2D92
Streptococcus didelphis	3.162277660168379	68.528	1	CRF2D92
Streptococcus downei	1.2909944487358054	77.3715	8	CRF2D92
Streptococcus dysgalactiae subsp. dysgalactiae	1.6101529717988265	76.58966666666666	3	CRF2D92
Streptococcus dysgalactiae subsp. equisimilis	1.6101529717988265	80.017	3	CRF2D92
Streptococcus entericus	1.355261854357877	76.08	7	CRF2D92
Streptococcus equi subsp. equi	3.162277660168379	66.837	2	CRF2D92
Streptococcus equi subsp. ruminatorum	3.162277660168379	68.3985	2	CRF2D92
Streptococcus equi subsp. zooepidemicus	1.6101529717988265	80.44533333333334	3	CRF2D92
Streptococcus equinus	1.9587765455905264	72.017625	16	CRF2D92
Streptococcus ferus	2.1081851067789192	73.20750000000001	2	CRF2D92
Streptococcus gallolyticus	1.1547005383792515	73.0311	20	CRF2D92
Streptococcus gordonii	1.7880936529065323	74.5442857142857	7	CRF2D92
Streptococcus halitosis	3.162277660168379	72.656	1	CRF2D92
Streptococcus halotolerans	1.0883809088526044	75.05136363636363	11	CRF2D92
Streptococcus henryi	1.2297746456210366	75.13875	12	CRF2D92
Streptococcus himalayensis	2.1081851067789197	75.34183333333334	6	CRF2D92
Streptococcus hongkongensis	1.1697126706435625	71.06690909090909	11	CRF2D92
Streptococcus hyointestinalis	1.6718668873115732	80.037375	16	CRF2D92
Streptococcus hyovaginalis	3.1622776601683795	74.5306	5	CRF2D92
Streptococcus ictaluri	1.2909944487358054	71.861	4	CRF2D92
Streptococcus infantarius	1.2909944487358054	75.55075	8	CRF2D92
Streptococcus infantis	1.0540925533894598	70.7174	5	CRF2D92
Streptococcus iniae	1.3592162339178022	73.20846153846153	13	CRF2D92
Streptococcus intermedius	2.249828525701843	74.68966666666667	3	CRF2D92
Streptococcus lutetiensis	1.245745744914816	74.33145454545455	11	CRF2D92
Streptococcus macacae	1.536590742882148	74.081625	8	CRF2D92
Streptococcus macedonicus	1.6101529717988265	75.46000000000001	6	CRF2D92
Streptococcus marimammalium	1.4142135623730951	76.4092	5	CRF2D92
Streptococcus marmotae	3.162277660168379	68.276	1	CRF2D92
Streptococcus massiliensis	2.1081851067789192	73.03399999999999	2	CRF2D92
Streptococcus merionis	1.355261854357877	71.12128571428572	7	CRF2D92
Streptococcus mitis	3.162277660168379	75.1935	2	CRF2D92
Streptococcus mutans	1.7880936529065323	73.70871428571428	7	CRF2D92
Streptococcus oralis subsp. dentisani	2.249828525701843	76.865	3	CRF2D92
Streptococcus oralis subsp. oralis	1.9436506316151	75.15520000000001	5	CRF2D92
Streptococcus oralis subsp. tigurinus	1.699673171197595	72.36059999999999	5	CRF2D92
Streptococcus orisasini	1.8481444370184665	75.99311111111112	9	CRF2D92
Streptococcus orisratti	1.4973129559647622	75.85184615384615	13	CRF2D92
Streptococcus ovis	1.6101529717988265	78.30933333333333	3	CRF2D92
Streptococcus pantholopis	2.8814005510866534	73.649	12	CRF2D92
Streptococcus parasanguinis	1.7480147469502523	73.1405	4	CRF2D92
Streptococcus parasuis	1.0540925533894598	74.98859999999999	5	CRF2D92
Streptococcus parauberis	0.7959954870644664	77.62959090909091	22	CRF2D92
Streptococcus pasteurianus	1.3241873818392251	75.5899375	32	CRF2D92
Streptococcus penaeicida	1.1547005383792515	75.3601	10	CRF2D92
Streptococcus peroris	1.355261854357877	72.554	7	CRF2D92
Streptococcus phocae subsp. phocae	3.162277660168379	69.20599999999999	2	CRF2D92
Streptococcus phocae subsp. salmonis	2.1081851067789192	70.7495	2	CRF2D92
Streptococcus pluranimalium	3.162277660168379	70.395	1	CRF2D92
Streptococcus plurextorum	1.6101529717988265	74.49333333333333	3	CRF2D92
Streptococcus pneumoniae	3.162277660168379	74.556	4	CRF2D92
Streptococcus porci	1.536590742882148	73.747875	8	CRF2D92
Streptococcus porcinus	1.0540925533894598	75.7125	10	CRF2D92
Streptococcus pseudopneumoniae	2.1081851067789192	75.721	2	CRF2D92
Streptococcus pseudoporcinus	1.7480147469502523	79.01425	4	CRF2D92
Streptococcus pyogenes	1.6101529717988265	71.2985	6	CRF2D92
Streptococcus ratti	1.2909944487358054	73.767125	8	CRF2D92
Streptococcus respiraculi	3.162277660168379	78.873	1	CRF2D92
Streptococcus rubneri	3.162277660168379	76.471	1	CRF2D92
Streptococcus ruminantium	2.1081851067789192	78.577	2	CRF2D92
Streptococcus salivarius	1.5133570078162575	79.50542857142857	7	CRF2D92
Streptococcus sanguinis	1.7480147469502523	73.700875	8	CRF2D92
Streptococcus sinensis	1.6101529717988265	81.61566666666667	3	CRF2D92
Streptococcus sobrinus	1.7480147469502523	71.30425	4	CRF2D92
Streptococcus suis	3.162277660168379	66.562	1	CRF2D92
Streptococcus thermophilus	1.6101529717988265	81.14766666666667	6	CRF2D92
Streptococcus thoraltensis	1.258762841911136	76.17138461538461	13	CRF2D92
Streptococcus timonensis	2.1081851067789192	80.431	2	CRF2D92
Streptococcus troglodytae	1.6457014715109581	70.877875	8	CRF2D92
Streptococcus uberis	2.1081851067789192	69.051	2	CRF2D92
Streptococcus urinalis	1.3557781642757871	72.51316666666666	18	CRF2D92
Streptococcus varani	1.405456737852613	76.88983333333333	6	CRF2D92
Streptococcus vestibularis	3.1622776601683795	75.36666666666667	3	CRF2D92
Streptococcus viridans	3.162277660168379	70.531	1	CRF2D92
Streptomyces abyssalis	3.162277660168379	69.11	1	CRF2D92
Streptomyces achromogenes subsp. achromogenes	3.162277660168379	75.382	2	CRF2D92
Streptomyces acidiscabies	3.162277660168379	73.77	1	CRF2D92
Streptomyces afghaniensis	3.162277660168379	78.07	1	CRF2D92
Streptomyces africanus	3.162277660168379	81.818	1	CRF2D92
Streptomyces agglomeratus	1.7480147469502523	72.6745	4	CRF2D92
Streptomyces aidingensis	3.162277660168379	70.648	1	CRF2D92
Streptomyces albidochromogenes	2.5873180855923104	91.48163636363637	11	CRF2D92
Streptomyces albidoflavus	2.1081851067789192	99.3365	2	CRF2D92
Streptomyces albofaciens	3.162277660168379	82.857	1	CRF2D92
Streptomyces alboflavus	3.162277660168379	73.134	1	CRF2D92
Streptomyces albulus	2.1081851067789192	75.00800000000001	2	CRF2D92
Streptomyces amritsarensis	1.6101529717988265	77.86333333333333	3	CRF2D92
Streptomyces angustmyceticus	1.6101529717988265	74.529	3	CRF2D92
Streptomyces anitoxydans	3.162277660168379	65.957	1	CRF2D92
Streptomyces antibioticus	3.162277660168379	79.31	1	CRF2D92
Streptomyces anulatus	3.162277660168379	83.333	1	CRF2D92
Streptomyces armeniacus	2.1081851067789192	77.3275	2	CRF2D92
Streptomyces atratus	3.162277660168379	82.927	1	CRF2D92
Streptomyces atriruber	3.162277660168379	67.773	1	CRF2D92
Streptomyces aureus	2.551579931517683	70.84436363636364	11	CRF2D92
Streptomyces avellaneus	3.162277660168379	83.9855	2	CRF2D92
Streptomyces avermitilis	2.249828525701843	82.24866666666667	3	CRF2D92
Streptomyces avicenniae	3.162277660168379	69.444	1	CRF2D92
Streptomyces azureus	3.162277660168379	87.179	1	CRF2D92
Streptomyces bacillaris	3.162277660168379	85.668	1	CRF2D92
Streptomyces barkulensis	3.1622776601683795	97.0415	10	CRF2D92
Streptomyces bikiniensis	3.162277660168379	70.27	1	CRF2D92
Streptomyces bingchenggensis	3.162277660168379	84.091	1	CRF2D92
Streptomyces bobili	3.162277660168379	75.758	1	CRF2D92
Streptomyces brasiliensis	3.162277660168379	74.336	1	CRF2D92
Streptomyces caatingaensis	2.1081851067789192	76.42	2	CRF2D92
Streptomyces cacaoi subsp. cacaoi	2.1081851067789192	82.21350000000001	2	CRF2D92
Streptomyces caelestis	3.162277660168379	82	1	CRF2D92
Streptomyces caeruleatus	1.6101529717988265	79.48266666666666	3	CRF2D92
Streptomyces calvus	3.162277660168379	98.889	1	CRF2D92
Streptomyces canus	3.162277660168379	75.926	1	CRF2D92
Streptomyces capitiformicae	3.162277660168379	93.878	1	CRF2D92
Streptomyces capuensis	3.162277660168379	76.25	1	CRF2D92
Streptomyces carpinensis	2.1081851067789192	82.43950000000001	2	CRF2D92
Streptomyces cattleya	2.1081851067789192	72.09700000000001	2	CRF2D92
Streptomyces cavourensis	3.162277660168379	75	1	CRF2D92
Streptomyces cellostaticus	2.1081851067789192	83.1055	2	CRF2D92
Streptomyces chartreusis	3.162277660168379	75.385	1	CRF2D92
Streptomyces chattanoogensis	3.162277660168379	69.531	1	CRF2D92
Streptomyces chilikensis	1.4142135623730951	74.8276	5	CRF2D92
Streptomyces coelicoflavus	3.162277660168379	69.291	1	CRF2D92
Streptomyces collinus	3.162277660168379	86.842	1	CRF2D92
Streptomyces cyaneofuscatus	2.1081851067789192	74.8295	2	CRF2D92
Streptomyces cyaneogriseus subsp. noncyanogenus	1.6101529717988265	79.20433333333334	3	CRF2D92
Streptomyces cyaneus	3.162277660168379	75	1	CRF2D92
Streptomyces daghestanicus	0.6900655593423543	81.92357142857144	14	CRF2D92
Streptomyces davaonensis	2.1081851067789192	80.3955	2	CRF2D92
Streptomyces decoyicus	3.162277660168379	75.962	1	CRF2D92
Streptomyces dengpaensis	3.162277660168379	70.796	1	CRF2D92
Streptomyces diastaticus	2.249828525701843	86.176	3	CRF2D92
Streptomyces diastaticus subsp. ardesiacus	2.1081851067789192	77.661	2	CRF2D92
Streptomyces durhamensis	3.162277660168379	74.603	1	CRF2D92
Streptomyces eurocidicus	2.1081851067789192	74.26599999999999	2	CRF2D92
Streptomyces europaeiscabei	3.162277660168379	70.3725	2	CRF2D92
Streptomyces filamentosus	3.162277660168379	86.111	1	CRF2D92
Streptomyces flaveolus	3.162277660168379	68.485	1	CRF2D92
Streptomyces formicae	3.162277660168379	78.182	1	CRF2D92
Streptomyces fragilis	3.162277660168379	76	1	CRF2D92
Streptomyces fulvissimus	3.162277660168379	83.333	1	CRF2D92
Streptomyces fulvoviolaceus	3.162277660168379	80.569	1	CRF2D92
Streptomyces fungicidicus	3.162277660168379	92.593	1	CRF2D92
Streptomyces galbus	2.1081851067789192	84.6445	2	CRF2D92
Streptomyces geranii	2.1081851067789192	78.1665	2	CRF2D92
Streptomyces gilvigriseus	2.249828525701843	82.889	3	CRF2D92
Streptomyces gilvosporeus	3.162277660168379	82.353	1	CRF2D92
Streptomyces glaucescens	2.1081851067789192	72.424	2	CRF2D92
Streptomyces glauciniger	2.1081851067789192	75.93549999999999	2	CRF2D92
Streptomyces globisporus	2.1081851067789192	81.64500000000001	2	CRF2D92
Streptomyces globosus	2.1081851067789192	75.4165	2	CRF2D92
Streptomyces graminis	3.162277660168379	71.918	1	CRF2D92
Streptomyces griseocarneus	3.162277660168379	95.154	1	CRF2D92
Streptomyces griseochromogenes	3.162277660168379	71.237	1	CRF2D92
Streptomyces griseofuscus	3.162277660168379	78.409	1	CRF2D92
Streptomyces griseoluteus	3.162277660168379	71.144	1	CRF2D92
Streptomyces griseoplanus	2.1081851067789192	68.90950000000001	2	CRF2D92
Streptomyces griseorubens	2.1081851067789192	82.6035	2	CRF2D92
Streptomyces griseorubiginosus	3.162277660168379	76.282	2	CRF2D92
Streptomyces griseoviridis	1.6101529717988265	80.334	3	CRF2D92
Streptomyces griseus	3.162277660168379	66.667	1	CRF2D92
Streptomyces guanduensis	2.1081851067789192	79.637	2	CRF2D92
Streptomyces hainanensis	2.1081851067789192	73.462	2	CRF2D92
Streptomyces halstedii	1.699673171197595	77.54599999999999	5	CRF2D92
Streptomyces helvaticus	2.249828525701843	76.54633333333334	3	CRF2D92
Streptomyces himastatinicus	1.6101529717988265	76.67166666666667	3	CRF2D92
Streptomyces hokutonensis	2.1081851067789192	72.104	2	CRF2D92
Streptomyces humi	3.162277660168379	78.298	1	CRF2D92
Streptomyces hundungensis	3.162277660168379	78.431	1	CRF2D92
Streptomyces hyalinus	3.162277660168379	75.697	1	CRF2D92
Streptomyces hyaluromycini	3.162277660168379	88.068	1	CRF2D92
Streptomyces hygroscopicus subsp. hygroscopicus	1.6101529717988265	81.79166666666667	3	CRF2D92
Streptomyces hygroscopicus subsp. jinggangensis	2.1081851067789192	73.5245	2	CRF2D92
Streptomyces iakyrus	3.162277660168379	73.239	1	CRF2D92
Streptomyces incarnatus	3.162277660168379	90	1	CRF2D92
Streptomyces indicus	3.162277660168379	73.585	1	CRF2D92
Streptomyces ipomoeae	1.7480147469502523	73.20349999999999	4	CRF2D92
Streptomyces kanamyceticus	3.162277660168379	72.727	1	CRF2D92
Streptomyces kanasensis	3.162277660168379	81.395	1	CRF2D92
Streptomyces kebangsaanensis	3.162277660168379	69.802	2	CRF2D92
Streptomyces klenkii	3.162277660168379	77.647	1	CRF2D92
Streptomyces koyangensis	2.1081851067789192	86.208	2	CRF2D92
Streptomyces lasaliensis	1.2909944487358054	75.38425000000001	4	CRF2D92
Streptomyces laurentii	3.162277660168379	73.171	1	CRF2D92
Streptomyces lavenduligriseus	3.162277660168379	71.508	1	CRF2D92
Streptomyces lilacinus	2.249828525701843	79.84400000000001	3	CRF2D92
Streptomyces lincolnensis	2.249828525701843	73.821	3	CRF2D92
Streptomyces lividans	3.162277660168379	75.21	1	CRF2D92
Streptomyces longwoodensis	3.162277660168379	70.779	1	CRF2D92
Streptomyces lucensis	3.162277660168379	68.051	1	CRF2D92
Streptomyces lunaelactis	3.162277660168379	89.744	1	CRF2D92
Streptomyces lushanensis	3.162277660168379	90.647	1	CRF2D92
Streptomyces luteocolor	3.162277660168379	82.222	1	CRF2D92
Streptomyces lydicus	3.162277660168379	76.03	2	CRF2D92
Streptomyces lysosuperificus	3.162277660168379	87.919	1	CRF2D92
Streptomyces malaysiense	2.1081851067789192	77.01725	4	CRF2D92
Streptomyces massiliensis	1.7480147469502523	74.83275	4	CRF2D92
Streptomyces melanosporofaciens	3.162277660168379	78.313	1	CRF2D92
Streptomyces microflavus	3.162277660168379	75	1	CRF2D92
Streptomyces mobaraensis	3.162277660168379	74.286	1	CRF2D92
Streptomyces murinus	3.162277660168379	79.7135	2	CRF2D92
Streptomyces nanshensis	3.162277660168379	74.033	1	CRF2D92
Streptomyces niger	3.162277660168379	74.257	1	CRF2D92
Streptomyces nigra	3.162277660168379	69.231	1	CRF2D92
Streptomyces niveus	1.2909944487358054	76.33025	4	CRF2D92
Streptomyces nodosus	2.249828525701843	71.22933333333333	3	CRF2D92
Streptomyces novaecaesareae	3.162277660168379	70.27	1	CRF2D92
Streptomyces nursei	3.162277660168379	88.571	1	CRF2D92
Streptomyces ochraceiscleroticus	3.162277660168379	76.995	1	CRF2D92
Streptomyces olindensis	2.109991761585395	99.54822222222222	81	CRF2D92
Streptomyces olivaceus	3.162277660168379	76	1	CRF2D92
Streptomyces ossamyceticus	3.162277660168379	74.667	1	CRF2D92
Streptomyces pactum	3.162277660168379	69.531	1	CRF2D92
Streptomyces palmae	2.1081851067789192	77.3665	2	CRF2D92
Streptomyces parvulus	1.7480147469502523	76.91425	4	CRF2D92
Streptomyces pathocidini	3.162277660168379	86.458	1	CRF2D92
Streptomyces paucisporeus	2.1081851067789192	73.7675	2	CRF2D92
Streptomyces peruviensis	3.162277660168379	79.5835	2	CRF2D92
Streptomyces peucetius subsp. caesius	1.2909944487358054	81.85374999999999	4	CRF2D92
Streptomyces phaeochromogenes	3.162277660168379	73.455	1	CRF2D92
Streptomyces pini	3.162277660168379	81.9545	2	CRF2D92
Streptomyces platensis	2.1081851067789192	79.002	2	CRF2D92
Streptomyces populi	3.162277660168379	86.25	1	CRF2D92
Streptomyces prasinopilosus	2.1081851067789192	74.2525	2	CRF2D92
Streptomyces prasinus	3.162277660168379	77.959	1	CRF2D92
Streptomyces pristinaespiralis	3.162277660168379	100	1	CRF2D92
Streptomyces prunicolor	3.162277660168379	74.497	1	CRF2D92
Streptomyces pseudogriseolus	2.1081851067789192	82.3235	2	CRF2D92
Streptomyces pseudovenezuelae	3.162277660168379	80.142	1	CRF2D92
Streptomyces puniceus	3.162277660168379	78.947	1	CRF2D92
Streptomyces puniciscabei	3.162277660168379	72.115	1	CRF2D92
Streptomyces purpurogeneiscleroticus	1.6316039713344586	75.06438571428572	70	CRF2D92
Streptomyces qaidamensis	3.162277660168379	83.333	1	CRF2D92
Streptomyces qinglanensis	2.1081851067789192	76.71375	4	CRF2D92
Streptomyces radiopugnans	3.162277660168379	77.46	1	CRF2D92
Streptomyces rapamycinicus	3.162277660168379	71.429	1	CRF2D92
Streptomyces regalis	1.6101529717988265	77.021	3	CRF2D92
Streptomyces resistomycificus	3.162277660168379	80	1	CRF2D92
Streptomyces reticuliscabiei	3.162277660168379	76.389	1	CRF2D92
Streptomyces rhizosphaericus	3.162277660168379	77.57	1	CRF2D92
Streptomyces rishiriensis	2.1081851067789192	80.876	2	CRF2D92
Streptomyces roseochromogenes subsp. oscitans	3.162277660168379	67.157	1	CRF2D92
Streptomyces rubellomurinus subsp. rubellomurinus	2.1081851067789192	74.18549999999999	2	CRF2D92
Streptomyces ruber	2.1081851067789192	72.5555	2	CRF2D92
Streptomyces rubrogriseus	3.162277660168379	80.488	1	CRF2D92
Streptomyces rubrolavendulae	3.162277660168379	76.852	1	CRF2D92
Streptomyces sampsonii	2.249828525701843	91.274	3	CRF2D92
Streptomyces scabieiei	3.162277660168379	72.727	1	CRF2D92
Streptomyces scabrisporus	1.405456737852613	78.49216666666666	6	CRF2D92
Streptomyces sclerotialus	1.6101529717988265	80.511	3	CRF2D92
Streptomyces scopuliridis	2.1081851067789192	77.7325	2	CRF2D92
